,body,bert,hate,target
10223,"I think storming the capital is just the start.......if your going to lie, cheat, steal an election just to back power. Then it's time for the next revolution to put things back on track. I would expect more Americans will die taking back this country.",0,0,0
10224,This is criminal! The entire Country knows the truth.,0,-1,0
10225,"I personally have not watched one single NFL game since the first kneel, and do you know what?I don’t miss it. Pretty much just forgot about foot ball altogether. Would love to see everyone do the same.",0,0,0
10226,And My God a couple dozen Muslims get killed amd it’s a fucking world crisis .... We need to revisit terror on Muslims EVERY FUCKING TIME a fucking sub-human Muslim terrorizes civilization,1,1,muslim people
10227,Democrats are the original slave owners in the US.,1,1,black people
10228,"This is a precious unborn child, this is who Democrat Politicians refuse to protect from abortion; Democrats in Congress, and Democrat Governors have pushed for full term abortion up to birth.
Every time Democrat Politicians site women's reproductive health care as a right, they never mention the unborn, or their Human Rights.",0,0,0
10229,"#Israel #jew #jewish
Amir Tsarfati: Middle East Update: The Last Days Deception
Middle East Update where he will be discussing the last day's deception spoke of in 1 Timothy 4:1.",0,-1,0
10230,It reminds me of a spoiled brat kid that won’t take NO for an answer! Well get over it cause the answer is still NO!,0,0,0
10231,I just joined Parler! Looking forward to meeting everyone here.,0,0,0
10232,Glad to see you here on Parler where free speech is actually alive and well. Looking forward to mixing it up with you here and keeping the truth alive in the face of the constant bias we face. Let's Go!,0,0,0
10233,"*. *. *. 👈🏽. PULL THE TRIGGER !!
 👮‍♂️🇺🇸👮‍♂️🇺🇸👮‍♂️🇺🇸👮‍♂️🇺🇸👮‍♂️🇺🇸👮‍♂️
 DECLARE MARSHAL LAW

☑️STOP THE STEAL !!
☑️INVESTIGATE 🗳 THE DNC & THE 🇨🇳
☑️SHUT-DOWN THE SOCIALIST 
CENSORSHIP ⚙️ MACHINE !!!
☑️RESTORE LAW, ORDER, FAIR ELECTIONS AND FREEDOM OF EXPRESSION 🇺🇸",1,1,0
10234,Glad to see you here on Parler where free speech is actually alive and well. Looking forward to mixing it up with you here and keeping the truth alive in the face of the constant bias we face. Let's Go!,0,0,0
10235,So is Obama the new Oprah? Got a book club now? LoL!!!,0,0,0
10236,I’ve got your book! Hubby bought it for me for Christmas!,0,0,0
10237,"Trump Can Win By Changing His Tone

Hope he reads this, he is right....",0,0,0
10238,"Is our nation worth dying for? America is at a brink of a take over by our enemies in the form of American politicians whose allegiance is more to their greed and lust. Their objective is to create a dystopian society where everything we stood for will be obliterated. Who ever wrote this plot must be a Hollywood director, I must admit that what we are witnessing is more like a movie, similar to 9/11. Are we just going stay silent or are we create the biggest militia force in the history of America? We will take our country back.",0,0,0
10239,"The sad truth is that if they are allowed to do that, Trump will get the blame.",0,0,0
10240,Yet they are all taking it. Biggest hoax. It’s all about the election. They don’t care how many people they murder and they knew all along HCQ was the cure. Evil people.,1,1,0
10241,Glad to see you here on Parler where free speech is actually alive and well. Looking forward to mixing it up with you here and keeping the truth alive in the face of the constant bias we face. Let's Go!,0,0,0
10242,Welcome to Parler! Help us MAKE AMERICA GREAT AGAIN by clicking the link below. Be sure to text TRUMP to 88022!,0,0,0
10243,Good luck banning meat in Argentina were they have more cows than people 🤣🤣🤣. Totally recommend to have an Argentina steak with chimichurri 😋yummy,0,-1,0
10244,"@Dm02 Agreed, FACTS: GOT MORE VOTES THAN YOU....FEELINGS: DICK HEAD...",0,-1,0
10245,"Hahaha booker answering for 
The Dems🤣🤣🤮👈🏼👀",0,-1,0
10246,Haha F U Cuomo! That’s what he gets for trying to take away people’s rights!,0,-1,0
10247,گفتم یکم شلوغش کنم از رویاهام بگم😂😂😂😂,0,-1,0
10248,@Sab4 Direct quote or alternative facts?,0,0,0
10249,dye your hair blue and become an actual snowflake 🥰 congrats on 200 💓,1,0,0
10250,"@Ktdoc I looked it up, I think you are correct.",0,0,0
10251,This is just the sweetest :),0,0,0
10252,He will never be compromised but yes...when people from your own party are against you cuz they are corrupt as well....I’m sure he doesn’t know whom to trust....he’s fighting this battle on his own...there’s never been a potus who has been so criticized from both sides in history. We can tell him all day how this shows that he is the right choice for we the people...who was the last man on earth to face such hatred and cowardice? Jesus Christ....I’m comparing the two because there is no comparison...but this is literally the level of disbelief and hatred our potus faces everyday of his life and yet he’s still here for we the people...god bless you sir....we the people pray for you daily and care for you like no other. Thank you for saving America,0,-1,0
10253,Dumbass is right. Can’t let the Govt have that kind of control.,1,0,0
10254,"Is this Chuck really so stupid he doesn’t know the meaning of precedent? 

What’s so hard to understand? When one party controls Executive and Senate they get to do what they want. When opposing parties hold those branches, they will naturally try to thwart one another.",0,-1,0
10255,"Yes.

But in my experience, it doesn’t matter who you are. You could be Santa, the Pope, or King George III himself. If you cross a duck, don’t expect to escape without some form of retribution.",0,-1,0
10256,Seems like the sissy ass snowflakes at YouTube had their feelings hurt.,1,0,0
10257,Good! Finally a judge with some sense! This story has been very frustrating to follow.,0,0,0
10258,DOIS ANOS e ainda fica a pergunta: Quem mandou matar Bolsonaro?,0,0,0
10259,"Yes I’d like to know where all that money came from, he’s not that smart and neither is his bitch boy!",1,0,0
10260,I think that's known as biting the hand that feeds you!,0,0,0
10261,Ask president to arrest traitors now! Hurry!,0,-1,0
10262,May God bless and keep you Ricky... you are an example most of Hollywood should follow. May blessings abound you always.,0,0,0
10263,"He should have to take a cognitive test to prove he is able make decisions. After all he will have access to the nuclear codes, China will have access to everything too",0,0,0
10264,Clarence Thomas will get his revenge very soon,0,0,0
10265,"Thanks for the ride Rick. You're a true hard working Patriot!
TRUMP 2020 and Beyond",0,0,0
10266,"Not by a long shot,democrats and media are very scared,they know it’s almost over",0,0,0
10267,Why do we need to have a strip club video running over and over as a pastor is being interviewed. Very poor taste Laura,0,0,0
10268,Maybe the colleges could reduce the ridiculous tuition!!! Why is it soooo expensive? Huh things started make sense 🧐,0,0,0
10269,"Quit talking about doing it and just do it. Your followers are ready to do what it takes to back you.

Signed by a Disabled Veteran who still stands for our great country and always will.",0,0,0
10270,I totally agree. We need a revote or recount with verification.,0,0,0
10271,The shetard literally responded to the question about packing the court by accusing DJT of racism. Go back to what you do. Move them hips. Otherwise your man is going to pick your friend.,0,-1,0
10272,You need to be there. 🙏,0,0,0
10273,How does Haspel still have a job?,0,0,0
10274,"I trying to figure out did she say she's an independent. 
What country/entity is she reporting for. She is crasy.",0,0,0
10275,"""He Was Insulting, Demanding and Rude and I Told Him to Never Contact Me Again"" - Sidney Powell Goes off on Tucker Carlson (VIDEO)",0,-1,0
10276,sounds a lot like the Democrat party no?,0,0,0
10277,Welcome to Parler! Help us MAKE AMERICA GREAT AGAIN by clicking the link below. Be sure to text TRUMP to 88022!,0,0,0
10278,You can't make this kind of stuff up.,0,0,0
10279,Resurrecting this dead Dat Boi meme prior to GEOTUS’s Address to the Nation tonight. Let the salt flow...,0,0,0
10280,"This is their own fault, they got too friendly with the enemy",0,0,0
10281,"The Democrats are indeed the virulent scum of society who has tried to impeach every single Republican President since George Washington, while the only two Presidents ever to be impeached were Democrats.

The impeachment of the 17th President of the United States Andrew Johnson was initiated on February 24th, 1868 when the U.S House of Representatives impeached Andrew Johnson for ""high crimes and misdemeanors"" in which were detailed within 11 articles of impeachment.

And then, 

The 42nd President of the United States Bill Clinton who were impeached within 4 articles including obstruction of justice and perjury on December 19th, 1998",1,1,0
10282,"Sure. If they will all fit within the walls of the CHAZ. 

Seattle ‘Autonomous Zone’ Demands U.S. Citizenship for 11 to 22M Illegal Aliens",0,0,0
